# train_accs, valid_accs, test_accs, fidelity
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.145985789367882646e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.261087489344261847e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.344455405964948502e-01
7.416666746139526367e-01 7.187500000000000000e-01 7.291666865348815918e-01 3.043116002117142171e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.745808093310901254e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 5.924446879370579566e-01
1.000000000000000000e+00 9.687500000000000000e-01 9.583333134651184082e-01 5.506106791410001478e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 5.498496687634506497e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 4.403243219809571674e-01
1.000000000000000000e+00 9.687500000000000000e-01 1.000000000000000000e+00 4.931519511733474248e-01
9.083333611488342285e-01 9.062500000000000000e-01 8.125000000000000000e-01 7.484200774887888041e-01
1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 3.797382484978630846e-01
